win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std,run_id,scenario_id,y_multiclass,is_anomaly
1,5.0,10.0,68,13.6,68,0,0,4,0.3676470588235294,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022435_baseline,baseline,0,0
2,10.0,15.0,74,14.8,72,2,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424,20260128-022435_baseline,baseline,0,0
3,15.0,20.0,80,16.0,74,6,0,4,0.3,0.0,0,0.0,0,0.0,0.0,0.0,63.1875,8.43814812325548,20260128-022435_baseline,baseline,0,0
4,20.0,25.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-022435_baseline,baseline,0,0
5,25.0,30.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022435_baseline,baseline,0,0
6,30.0,35.0,74,14.8,72,2,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-022435_baseline,baseline,0,0
7,35.0,40.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561,20260128-022435_baseline,baseline,0,0
8,40.0,45.0,76,15.2,74,2,0,4,0.3289473684210526,0.0,0,0.0,0,0.0,0.0,0.0,64.03947368421052,8.501456205717263,20260128-022435_baseline,baseline,0,0
9,45.0,50.0,74,14.8,70,4,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.47594671726026,20260128-022435_baseline,baseline,0,0
10,50.0,55.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022435_baseline,baseline,0,0
1,5.0,10.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022545_baseline,baseline,0,0
2,10.0,15.0,76,15.2,72,4,0,4,0.3157894736842105,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-022545_baseline,baseline,0,0
3,15.0,20.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022545_baseline,baseline,0,0
4,20.0,25.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022545_baseline,baseline,0,0
5,25.0,30.0,64,12.8,64,0,0,4,0.359375,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022545_baseline,baseline,0,0
6,30.0,35.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022545_baseline,baseline,0,0
7,35.0,40.0,68,13.6,68,0,0,4,0.3676470588235294,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022545_baseline,baseline,0,0
8,40.0,45.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022545_baseline,baseline,0,0
9,45.0,50.0,70,14.0,70,0,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022545_baseline,baseline,0,0
10,50.0,55.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561,20260128-022545_baseline,baseline,0,0
11,55.0,60.0,78,15.6,72,6,0,4,0.2948717948717949,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561,20260128-022545_baseline,baseline,0,0
1,5.0,10.0,74,14.8,70,4,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259,20260128-022701_baseline,baseline,0,0
2,10.0,15.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022701_baseline,baseline,0,0
3,15.0,20.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-022701_baseline,baseline,0,0
4,20.0,25.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022701_baseline,baseline,0,0
5,25.0,30.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022701_baseline,baseline,0,0
6,30.0,35.0,80,16.0,74,6,0,4,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,63.1875,8.43814812325548,20260128-022701_baseline,baseline,0,0
7,35.0,40.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022701_baseline,baseline,0,0
8,40.0,45.0,76,15.2,72,4,0,4,0.3157894736842105,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-022701_baseline,baseline,0,0
9,45.0,50.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022701_baseline,baseline,0,0
10,50.0,55.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-022701_baseline,baseline,0,0
1,5.0,10.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-022812_baseline,baseline,0,0
2,10.0,15.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-022812_baseline,baseline,0,0
3,15.0,20.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-022812_baseline,baseline,0,0
4,20.0,25.0,76,15.2,72,4,0,4,0.3157894736842105,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-022812_baseline,baseline,0,0
5,25.0,30.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-022812_baseline,baseline,0,0
6,30.0,35.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022812_baseline,baseline,0,0
7,35.0,40.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022812_baseline,baseline,0,0
8,40.0,45.0,72,14.4,70,2,0,4,0.3194444444444444,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-022812_baseline,baseline,0,0
9,45.0,50.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-022812_baseline,baseline,0,0
10,50.0,55.0,78,15.6,74,4,0,4,0.3205128205128205,0.0,0,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288,20260128-022812_baseline,baseline,0,0
1,5.0,10.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022922_baseline,baseline,0,0
2,10.0,15.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022922_baseline,baseline,0,0
3,15.0,20.0,76,15.2,72,4,0,4,0.3289473684210526,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-022922_baseline,baseline,0,0
4,20.0,25.0,80,16.0,76,4,0,4,0.325,0.0,0,0.0,0,0.0,0.0,0.0,63.625,8.481413502477048,20260128-022922_baseline,baseline,0,0
5,25.0,30.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-022922_baseline,baseline,0,0
6,30.0,35.0,82,16.4,74,8,0,4,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,62.79268292682927,8.379326774398264,20260128-022922_baseline,baseline,0,0
7,35.0,40.0,78,15.6,74,4,0,4,0.3205128205128205,0.0,0,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288,20260128-022922_baseline,baseline,0,0
8,40.0,45.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-022922_baseline,baseline,0,0
9,45.0,50.0,78,15.6,74,4,0,4,0.3205128205128205,0.0,0,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288,20260128-022922_baseline,baseline,0,0
10,50.0,55.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-022922_baseline,baseline,0,0
1,5.0,10.0,68,13.6,66,2,0,4,0.3235294117647059,0.0,0,0.0,0,0.0,0.0,0.0,63.98529411764706,8.499987278638965,20260128-023032_baseline,baseline,0,0
2,10.0,15.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023032_baseline,baseline,0,0
3,15.0,20.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023032_baseline,baseline,0,0
4,20.0,25.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023032_baseline,baseline,0,0
5,25.0,30.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023032_baseline,baseline,0,0
6,30.0,35.0,72,14.4,70,2,0,4,0.3472222222222222,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023032_baseline,baseline,0,0
7,35.0,40.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023032_baseline,baseline,0,0
8,40.0,45.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023032_baseline,baseline,0,0
9,45.0,50.0,76,15.2,72,4,0,4,0.3289473684210526,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-023032_baseline,baseline,0,0
10,50.0,55.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023032_baseline,baseline,0,0
11,55.0,60.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-023032_baseline,baseline,0,0
1,5.0,10.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023210_baseline,baseline,0,0
2,10.0,15.0,76,15.2,74,2,0,4,0.3421052631578947,0.0,0,0.0,0,0.0,0.0,0.0,64.03947368421052,8.501456205717263,20260128-023210_baseline,baseline,0,0
3,15.0,20.0,84,16.8,76,8,0,4,0.2857142857142857,0.0,0,0.0,0,0.0,0.0,0.0,62.833333333333336,8.38626049436607,20260128-023210_baseline,baseline,0,0
4,20.0,25.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023210_baseline,baseline,0,0
5,25.0,30.0,70,14.0,70,0,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023210_baseline,baseline,0,0
6,30.0,35.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023210_baseline,baseline,0,0
7,35.0,40.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561,20260128-023210_baseline,baseline,0,0
8,40.0,45.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023210_baseline,baseline,0,0
9,45.0,50.0,74,14.8,70,4,0,4,0.3108108108108108,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259,20260128-023210_baseline,baseline,0,0
10,50.0,55.0,74,14.8,70,4,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.47594671726026,20260128-023210_baseline,baseline,0,0
11,55.0,60.0,74,14.8,72,2,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-023210_baseline,baseline,0,0
1,5.0,10.0,74,14.8,72,2,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-023320_baseline,baseline,0,0
2,10.0,15.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-023320_baseline,baseline,0,0
3,15.0,20.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260128-023320_baseline,baseline,0,0
4,20.0,25.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023320_baseline,baseline,0,0
5,25.0,30.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872,20260128-023320_baseline,baseline,0,0
6,30.0,35.0,74,14.8,72,2,0,4,0.3513513513513513,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424,20260128-023320_baseline,baseline,0,0
7,35.0,40.0,72,14.4,72,0,0,4,0.3472222222222222,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023320_baseline,baseline,0,0
8,40.0,45.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023320_baseline,baseline,0,0
9,45.0,50.0,70,14.0,70,0,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023320_baseline,baseline,0,0
10,50.0,55.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023320_baseline,baseline,0,0
1,5.0,10.0,76,15.2,72,4,0,4,0.3289473684210526,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-023429_baseline,baseline,0,0
2,10.0,15.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424,20260128-023429_baseline,baseline,0,0
3,15.0,20.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023429_baseline,baseline,0,0
4,20.0,25.0,72,14.4,70,2,0,4,0.3472222222222222,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023429_baseline,baseline,0,0
5,25.0,30.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023429_baseline,baseline,0,0
6,30.0,35.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023429_baseline,baseline,0,0
7,35.0,40.0,78,15.6,72,6,0,4,0.2948717948717949,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018563,20260128-023429_baseline,baseline,0,0
8,40.0,45.0,76,15.2,72,4,0,4,0.3157894736842105,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-023429_baseline,baseline,0,0
9,45.0,50.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023429_baseline,baseline,0,0
10,50.0,55.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023429_baseline,baseline,0,0
11,55.0,60.0,76,15.2,72,4,0,4,0.3289473684210526,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-023429_baseline,baseline,0,0
1,5.0,10.0,72,14.4,70,2,0,4,0.3472222222222222,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023556_baseline,baseline,0,0
2,10.0,15.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561,20260128-023556_baseline,baseline,0,0
3,15.0,20.0,76,15.2,74,2,0,4,0.3289473684210526,0.0,0,0.0,0,0.0,0.0,0.0,64.03947368421052,8.501456205717265,20260128-023556_baseline,baseline,0,0
4,20.0,25.0,70,14.0,70,0,0,4,0.3714285714285714,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023556_baseline,baseline,0,0
5,25.0,30.0,70,14.0,70,0,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023556_baseline,baseline,0,0
6,30.0,35.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023556_baseline,baseline,0,0
7,35.0,40.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023556_baseline,baseline,0,0
8,40.0,45.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023556_baseline,baseline,0,0
9,45.0,50.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023556_baseline,baseline,0,0
10,50.0,55.0,76,15.2,72,4,0,4,0.3157894736842105,0.0,0,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554,20260128-023556_baseline,baseline,0,0
1,5.0,10.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023705_baseline,baseline,0,0
2,10.0,15.0,72,14.4,72,0,0,4,0.3611111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023705_baseline,baseline,0,0
3,15.0,20.0,74,14.8,70,4,0,4,0.3108108108108108,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259,20260128-023705_baseline,baseline,0,0
4,20.0,25.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023705_baseline,baseline,0,0
5,25.0,30.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023705_baseline,baseline,0,0
6,30.0,35.0,72,14.4,70,2,0,4,0.3194444444444444,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023705_baseline,baseline,0,0
7,35.0,40.0,66,13.2,66,0,0,4,0.3636363636363636,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023705_baseline,baseline,0,0
8,40.0,45.0,74,14.8,72,2,0,4,0.3378378378378378,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424,20260128-023705_baseline,baseline,0,0
9,45.0,50.0,70,14.0,68,2,0,4,0.3285714285714285,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023705_baseline,baseline,0,0
10,50.0,55.0,68,13.6,66,2,0,4,0.3382352941176471,0.0,0,0.0,0,0.0,0.0,0.0,63.98529411764706,8.499987278638965,20260128-023705_baseline,baseline,0,0
1,5.0,10.0,78,15.6,74,4,0,4,0.3205128205128205,0.0,0,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288,20260128-023816_baseline,baseline,0,0
2,10.0,15.0,80,16.0,74,6,0,4,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,63.1875,8.43814812325548,20260128-023816_baseline,baseline,0,0
3,15.0,20.0,74,14.8,70,4,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259,20260128-023816_baseline,baseline,0,0
4,20.0,25.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872,20260128-023816_baseline,baseline,0,0
5,25.0,30.0,74,14.8,70,4,0,4,0.3243243243243243,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259,20260128-023816_baseline,baseline,0,0
6,30.0,35.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260128-023816_baseline,baseline,0,0
7,35.0,40.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260128-023816_baseline,baseline,0,0
8,40.0,45.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023816_baseline,baseline,0,0
9,45.0,50.0,78,15.6,74,4,0,4,0.3205128205128205,0.0,0,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288,20260128-023816_baseline,baseline,0,0
10,50.0,55.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260128-023816_baseline,baseline,0,0
