win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std,run_id,scenario_id,y_multiclass,is_anomaly
9,45.0,50.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,1,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363,20260127-134123_baseline_write_inj,baseline_write_inj,2,1
10,50.0,55.0,166,33.2,72,94,0,6,0.2771084337349397,0.0,1,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415,20260127-134123_baseline_write_inj,baseline_write_inj,2,1
1,5.0,10.0,148,29.6,144,4,0,8,0.1756756756756756,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
2,10.0,15.0,136,27.2,132,4,0,8,0.1544117647058823,0.0,1,0.0,0,0.0,0.0,0.0,63.98529411764706,8.499987278638956,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
3,15.0,20.0,136,27.2,136,0,0,8,0.1838235294117647,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
4,20.0,25.0,144,28.8,140,4,0,8,0.1666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
5,25.0,30.0,140,28.0,136,4,0,8,0.1642857142857142,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
6,30.0,35.0,148,29.6,144,4,0,8,0.1689189189189189,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
7,35.0,40.0,148,29.6,140,8,0,8,0.1554054054054054,0.0,1,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
8,40.0,45.0,132,26.4,132,0,0,8,0.1742424242424242,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
9,45.0,50.0,144,28.8,140,4,0,8,0.1666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
10,50.0,55.0,144,28.8,140,4,0,8,0.1736111111111111,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
11,55.0,60.0,152,30.4,144,8,0,8,0.1578947368421052,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.47793290020555,20260127-134242_baseline_proxy_spoof,baseline_proxy_spoof,3,1
1,5.0,10.0,70,14.0,70,0,0,4,0.3714285714285714,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-142627_baseline_seed12345,baseline,0,0
2,10.0,15.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-142627_baseline_seed12345,baseline,0,0
3,15.0,20.0,86,17.2,80,6,0,4,0.3023255813953488,0.0,1,0.0,0,0.0,0.0,0.0,63.27906976744186,8.449096776814063,20260127-142627_baseline_seed12345,baseline,0,0
4,20.0,25.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260127-142627_baseline_seed12345,baseline,0,0
5,25.0,30.0,70,14.0,70,0,0,4,0.3428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-142627_baseline_seed12345,baseline,0,0
6,30.0,35.0,68,13.6,68,0,0,4,0.3529411764705882,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-142627_baseline_seed12345,baseline,0,0
7,35.0,40.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872,20260127-142627_baseline_seed12345,baseline,0,0
8,40.0,45.0,80,16.0,76,4,0,4,0.3125,0.0,1,0.0,0,0.0,0.0,0.0,63.625,8.481413502477048,20260127-142627_baseline_seed12345,baseline,0,0
9,45.0,50.0,70,14.0,68,2,0,4,0.3428571428571428,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964,20260127-142627_baseline_seed12345,baseline,0,0
10,50.0,55.0,70,14.0,70,0,0,4,0.3571428571428571,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5,20260127-142627_baseline_seed12345,baseline,0,0
11,55.0,60.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587,20260127-142627_baseline_seed12345,baseline,0,0
